Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Scored Label Mean,Scored Label Standard Deviation
Yes,Basic,High School or Below,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L1,Offer2,Web,675,SUV,Medsize,30,0.000230036
No,Basic,Doctor,Medical Leave,F,26463,Suburban,Married,72,28,93,0,2,Corporate Auto,Corporate L2,Offer1,Branch,346,Four-Door Car,Medsize,77.5,12.74754879
Yes,Extended,Doctor,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Personal Auto,Personal L1,Offer1,Agent,481,Four-Door Car,Medsize,50,0.000234965
No,Extended,Bachelor,Employed,F,95025,Urban,Divorced,81,15,12,0,8,Personal Auto,Personal L3,Offer2,Call Center,272,Four-Door Car,Medsize,51.25,3.307189149
No,Basic,College,Unemployed,F,0,Suburban,Married,72,30,48,0,2,Corporate Auto,Corporate L2,Offer4,Agent,623,Four-Door Car,Small,85.83333333,5.83333334
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,98,7,24,0,9,Personal Auto,Personal L3,Offer2,Call Center,932,Two-Door Car,Medsize,52.08333333,7.252872998
No,Basic,Bachelor,Medical Leave,M,10853,Urban,Married,104,11,18,0,1,Corporate Auto,Corporate L3,Offer2,Web,350,SUV,Small,30,0.000270031
No,Basic,College,Employed,M,57561,Suburban,Married,62,18,57,1,2,Corporate Auto,Corporate L3,Offer1,Agent,298,Four-Door Car,Medsize,74.58333333,15.24681206
No,Basic,College,Unemployed,M,0,Suburban,Single,70,1,30,0,2,Corporate Auto,Corporate L3,Offer4,Branch,504,Four-Door Car,Small,70,14.14213563
No,Basic,Bachelor,Employed,F,60970,Rural,Divorced,110,20,10,0,2,Personal Auto,Personal L3,Offer1,Agent,94,SUV,Medsize,83.75,4.841229192
Yes,Extended,Bachelor,Employed,F,72540,Suburban,Married,88,7,3,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,632,Two-Door Car,Medsize,81.875,4.284784133
No,Basic,Master,Employed,M,82611,Suburban,Single,74,23,87,1,1,Personal Auto,Personal L3,Offer2,Web,355,Four-Door Car,Medsize,20,0.000258199
No,Basic,Master,Employed,M,59349,Rural,Married,119,15,41,0,2,Personal Auto,Personal L3,Offer2,Web,222,SUV,Medsize,86.25,4.841229192
No,Basic,Master,Employed,F,25666,Urban,Married,63,7,30,2,2,Personal Auto,Personal L3,Offer4,Call Center,270,Four-Door Car,Medsize,77.8125,14.54720227
Yes,Basic,Bachelor,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Personal Auto,Personal L2,Offer1,Web,352,Four-Door Car,Medsize,10,0.000262996
No,Basic,High School or Below,Employed,M,28262,Suburban,Single,192,9,77,0,3,Personal Auto,Personal L3,Offer3,Web,922,Luxury SUV,Medsize,90,0.000281366
No,Basic,College,Disabled,M,14957,Suburban,Single,66,24,68,0,8,Corporate Auto,Corporate L3,Offer1,Branch,317,Four-Door Car,Small,37.5,4.330127028
Yes,Premium,High School or Below,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L2,Offer1,Agent,494,Four-Door Car,Medsize,80,0.000238048
No,Basic,College,Employed,M,89061,Suburban,Divorced,103,19,88,0,3,Personal Auto,Personal L2,Offer3,Web,565,SUV,Small,68.75,3.307189152
No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,155,9,62,1,8,Corporate Auto,Corporate L2,Offer1,Call Center,1116,Sports Car,Medsize,79.16666667,3.004626076
No,Basic,High School or Below,Employed,M,35979,Suburban,Single,116,34,28,2,1,Personal Auto,Personal L3,Offer3,Call Center,557,Sports Car,Small,28.33333333,3.908679811
No,Premium,Bachelor,Disabled,M,16701,Suburban,Married,113,20,26,0,1,Personal Auto,Personal L2,Offer1,Branch,832,Four-Door Car,Small,31.25,3.307189149
No,Premium,Master,Disabled,F,27679,Suburban,Single,150,30,28,0,3,Personal Auto,Personal L1,Offer1,Call Center,722,SUV,Medsize,79.375,2.997394713
No,Basic,College,Employed,M,33760,Rural,Married,102,24,11,0,2,Personal Auto,Personal L1,Offer1,Branch,123,SUV,Medsize,85.625,5.266343615
No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,131,18,41,0,3,Personal Auto,Personal L2,Offer2,Branch,629,Sports Car,Medsize,75.83333333,5.068968783
No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,89,33,98,0,3,Personal Auto,Personal L2,Offer1,Branch,641,Two-Door Car,Small,48.33333333,3.90867981
No,Basic,College,Medical Leave,F,21289,Suburban,Married,71,15,98,0,3,Corporate Auto,Corporate L2,Offer2,Branch,341,Four-Door Car,Large,41.25,7.580585588
No,Basic,High School or Below,Employed,M,31093,Urban,Single,64,1,22,0,1,Personal Auto,Personal L3,Offer3,Branch,275,Four-Door Car,Medsize,11.25,3.307189149
No,Basic,Bachelor,Employed,F,37612,Suburban,Divorced,64,0,32,0,1,Personal Auto,Personal L2,Offer3,Call Center,307,Four-Door Car,Small,10,0.000273861
No,Basic,High School or Below,Employed,F,81132,Urban,Divorced,107,19,52,0,1,Corporate Auto,Corporate L2,Offer2,Agent,419,SUV,Small,30,0.000262202
Yes,Basic,Bachelor,Employed,F,73054,Urban,Married,106,34,36,1,2,Corporate Auto,Corporate L2,Offer1,Branch,419,SUV,Medsize,82.08333333,4.228704827
Yes,Extended,High School or Below,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Corporate Auto,Corporate L3,Offer1,Agent,461,Four-Door Car,Large,28.75,3.307189148
No,Basic,Bachelor,Employed,F,82763,Urban,Single,61,28,78,0,3,Personal Auto,Personal L3,Offer4,Agent,245,Four-Door Car,Medsize,40,0.000273861
No,Basic,Master,Disabled,F,26924,Urban,Married,73,12,80,0,1,Personal Auto,Personal L2,Offer1,Call Center,262,Four-Door Car,Medsize,17.5,5.000000008
No,Basic,Bachelor,Unemployed,M,0,Urban,Married,69,6,52,0,2,Personal Auto,Personal L1,Offer3,Call Center,238,Four-Door Car,Medsize,74.79166667,14.44427751
No,Basic,High School or Below,Employed,F,96263,Rural,Married,103,5,5,0,1,Personal Auto,Personal L3,Offer2,Agent,2,SUV,Small,30,0.000273861
Yes,Basic,Bachelor,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Corporate Auto,Corporate L2,Offer2,Agent,660,SUV,Medsize,20,0.000209165
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,242,1,34,0,2,Personal Auto,Personal L1,Offer1,Branch,1742,Luxury Car,Medsize,90,0.000256175
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,63,10,19,0,2,Personal Auto,Personal L3,Offer2,Web,662,Four-Door Car,Small,63.33333333,16.60404904
No,Extended,Bachelor,Retired,F,11276,Suburban,Married,91,22,10,1,2,Corporate Auto,Corporate L2,Offer1,Agent,437,Four-Door Car,Medsize,82.5,4.330127026
No,Basic,High School or Below,Employed,F,46370,Suburban,Married,68,28,86,1,1,Personal Auto,Personal L1,Offer2,Web,326,Two-Door Car,Medsize,16.25,4.841229191
No,Extended,High School or Below,Employed,M,40432,Suburban,Married,77,21,66,0,2,Personal Auto,Personal L3,Offer3,Agent,370,Four-Door Car,Medsize,85.3125,7.749747984
No,Premium,High School or Below,Employed,M,66245,Rural,Married,145,22,58,0,2,Personal Auto,Personal L3,Offer2,Agent,182,SUV,Medsize,90,0.000273862
Yes,Extended,High School or Below,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L2,Offer1,Agent,461,Four-Door Car,Large,28.75,3.307189149
No,Basic,Bachelor,Employed,M,83777,Urban,Married,112,18,74,0,1,Personal Auto,Personal L3,Offer1,Branch,377,Sports Car,Small,30,0.000270031
Yes,Basic,College,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302,Four-Door Car,Medsize,65.41666667,9.851325351
No,Basic,High School or Below,Medical Leave,M,12607,Suburban,Married,110,13,20,0,2,Personal Auto,Personal L2,Offer1,Call Center,528,SUV,Medsize,83.54166667,5.233273626
No,Premium,High School or Below,Medical Leave,F,18052,Suburban,Divorced,111,5,71,0,1,Personal Auto,Personal L1,Offer3,Web,699,Four-Door Car,Medsize,30,0.000235407
No,Basic,Master,Unemployed,M,0,Suburban,Married,68,32,28,0,1,Corporate Auto,Corporate L3,Offer2,Branch,326,Four-Door Car,Medsize,10,0.000270031
Yes,Basic,Bachelor,Employed,M,25998,Suburban,Married,71,16,38,0,2,Personal Auto,Personal L3,Offer2,Call Center,792,Four-Door Car,Medsize,71.25,5.99478941
No,Premium,Master,Employed,F,33816,Suburban,Divorced,106,10,97,2,3,Corporate Auto,Corporate L3,Offer1,Branch,509,Four-Door Car,Medsize,67.5,4.330127028
No,Extended,College,Unemployed,M,0,Suburban,Single,129,15,42,0,3,Personal Auto,Personal L1,Offer3,Call Center,619,SUV,Medsize,74.58333333,5.120085725
No,Basic,College,Employed,M,51789,Suburban,Divorced,70,8,34,0,1,Personal Auto,Personal L2,Offer4,Call Center,336,Four-Door Car,Large,20,0.000262202
No,Basic,High School or Below,Employed,F,25370,Suburban,Married,116,21,64,0,3,Special Auto,Special L3,Offer4,Web,557,SUV,Small,70,0.000281366
Yes,Basic,College,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Personal Auto,Personal L3,Offer2,Call Center,317,Four-Door Car,Medsize,40,0.000247307
Yes,Premium,High School or Below,Employed,F,34337,Suburban,Married,113,20,44,0,9,Corporate Auto,Corporate L1,Offer2,Web,542,Four-Door Car,Large,70.83333333,3.004626076
No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,85,3,53,0,1,Personal Auto,Personal L3,Offer3,Agent,408,Four-Door Car,Medsize,20,0.000270031
No,Basic,College,Unemployed,M,0,Suburban,Single,72,4,61,1,4,Personal Auto,Personal L3,Offer3,Web,518,Four-Door Car,Medsize,33.54166667,5.233273625
No,Extended,College,Employed,F,28812,Urban,Married,93,17,7,0,8,Special Auto,Special L2,Offer2,Branch,426,Four-Door Car,Medsize,60,0.000258198
No,Basic,High School or Below,Retired,F,15520,Suburban,Married,66,21,16,0,1,Personal Auto,Personal L1,Offer3,Web,317,Two-Door Car,Medsize,10,0.000232737
No,Extended,Bachelor,Employed,F,48471,Rural,Married,83,5,20,1,2,Personal Auto,Personal L2,Offer1,Call Center,209,Four-Door Car,Medsize,82.5,6.821127316
No,Basic,Doctor,Unemployed,F,0,Suburban,Married,66,12,20,1,4,Personal Auto,Personal L3,Offer2,Agent,445,Four-Door Car,Small,35.83333333,5.068968782
No,Extended,High School or Below,Employed,M,92864,Rural,Married,123,13,60,0,1,Personal Auto,Personal L3,Offer2,Agent,96,SUV,Medsize,40,0.000275757
No,Basic,Master,Disabled,F,25404,Suburban,Divorced,112,16,4,0,1,Personal Auto,Personal L3,Offer1,Branch,578,SUV,Medsize,30,0.000281366
No,Extended,High School or Below,Medical Leave,F,26526,Suburban,Married,99,0,86,0,3,Personal Auto,Personal L3,Offer1,Call Center,524,Four-Door Car,Medsize,60,0.000295804
No,Basic,College,Employed,M,31475,Rural,Married,64,6,3,1,3,Personal Auto,Personal L2,Offer3,Call Center,23,Four-Door Car,Medsize,40,0.000279509
No,Premium,High School or Below,Employed,F,64321,Rural,Divorced,253,4,75,0,2,Personal Auto,Personal L3,Offer1,Agent,422,Luxury SUV,Medsize,90,0.000258199
No,Basic,College,Employed,M,30718,Suburban,Married,67,26,49,1,1,Personal Auto,Personal L3,Offer1,Call Center,322,Two-Door Car,Medsize,10.41666667,2.319901834
No,Basic,High School or Below,Employed,M,25385,Suburban,Married,65,1,96,0,1,Corporate Auto,Corporate L3,Offer4,Branch,459,Four-Door Car,Medsize,10,0.000285044
No,Basic,Bachelor,Employed,M,49136,Suburban,Divorced,64,7,95,0,1,Personal Auto,Personal L1,Offer4,Web,307,Four-Door Car,Medsize,10,0.000270031
No,Premium,High School or Below,Employed,M,37910,Suburban,Married,108,7,9,0,7,Personal Auto,Personal L3,Offer1,Agent,518,Four-Door Car,Medsize,70,0.000250001
No,Basic,College,Unemployed,F,0,Suburban,Single,64,20,4,0,1,Corporate Auto,Corporate L2,Offer2,Branch,483,Four-Door Car,Medsize,10,0.000281366
Yes,Premium,High School or Below,Employed,F,76157,Suburban,Married,116,15,80,0,1,Personal Auto,Personal L1,Offer2,Call Center,557,Two-Door Car,Small,30,0.000232513
Yes,Basic,Bachelor,Employed,M,97361,Suburban,Single,73,6,85,0,2,Personal Auto,Personal L2,Offer1,Agent,350,Four-Door Car,Medsize,72.5,6.614378284
No,Basic,Doctor,Employed,F,30893,Rural,Divorced,70,25,13,0,1,Corporate Auto,Corporate L2,Offer3,Branch,85,Four-Door Car,Medsize,20,0.000264181
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,79,19,70,0,2,Personal Auto,Personal L1,Offer1,Agent,569,Four-Door Car,Small,71.875,12.40064683
No,Basic,College,Medical Leave,M,19581,Suburban,Married,61,32,27,0,1,Personal Auto,Personal L1,Offer2,Call Center,377,Four-Door Car,Medsize,10,0.000279508
No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,71,6,46,0,1,Personal Auto,Personal L3,Offer2,Agent,497,Two-Door Car,Small,11.25,3.307189151
No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,67,1,19,0,1,Special Auto,Special L2,Offer4,Call Center,322,Four-Door Car,Medsize,10,0.000270031
No,Basic,High School or Below,Employed,M,21195,Suburban,Married,72,23,10,0,9,Corporate Auto,Corporate L2,Offer3,Web,346,Four-Door Car,Medsize,50,0.000266146
No,Extended,Bachelor,Disabled,M,16869,Suburban,Divorced,222,28,57,0,3,Personal Auto,Personal L2,Offer1,Call Center,1066,Luxury SUV,Small,88.75,3.307189149
No,Extended,Bachelor,Employed,M,57177,Suburban,Married,92,14,51,0,2,Personal Auto,Personal L1,Offer4,Branch,442,Four-Door Car,Small,81.875,5.555121518
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,74,26,84,0,2,Personal Auto,Personal L3,Offer1,Agent,533,Two-Door Car,Small,67.29166667,10.16999604
No,Premium,College,Employed,M,24065,Suburban,Divorced,111,30,1,0,5,Corporate Auto,Corporate L2,Offer1,Branch,533,Four-Door Car,Medsize,67.91666667,4.228704828
No,Basic,High School or Below,Employed,M,86122,Suburban,Married,182,33,54,1,1,Personal Auto,Personal L2,Offer2,Agent,874,Luxury SUV,Small,59.58333333,2.319901835
No,Extended,Master,Employed,M,98138,Urban,Married,93,30,10,1,2,Personal Auto,Personal L1,Offer3,Agent,428,Four-Door Car,Medsize,79.79166667,5.799754552
No,Extended,College,Employed,F,64937,Urban,Single,122,27,43,0,2,Corporate Auto,Corporate L2,Offer3,Agent,329,SUV,Medsize,84.58333333,5.120085727
No,Basic,Bachelor,Employed,M,70200,Suburban,Divorced,65,25,10,0,2,Corporate Auto,Corporate L3,Offer2,Agent,312,Four-Door Car,Medsize,61.875,4.284784134
No,Basic,College,Employed,F,66216,Rural,Single,103,34,58,0,2,Personal Auto,Personal L2,Offer2,Web,97,Sports Car,Medsize,85.9375,4.990224826
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,118,0,67,0,8,Personal Auto,Personal L3,Offer1,Call Center,850,SUV,Medsize,68.75,3.307189151
No,Basic,College,Employed,M,64388,Suburban,Married,69,12,51,0,1,Personal Auto,Personal L3,Offer1,Agent,331,Two-Door Car,Small,19.375,2.997394712
No,Basic,High School or Below,Employed,M,72897,Suburban,Married,73,26,96,0,2,Personal Auto,Personal L3,Offer1,Call Center,508,Two-Door Car,Medsize,75.41666667,7.300589784
Yes,Basic,Bachelor,Employed,M,86305,Rural,Married,62,1,99,0,5,Corporate Auto,Corporate L2,Offer2,Call Center,81,Four-Door Car,Medsize,40,0.000252075
No,Basic,Master,Disabled,M,26713,Rural,Divorced,71,22,69,0,1,Personal Auto,Personal L1,Offer1,Agent,143,Four-Door Car,Medsize,11.875,4.284784133
No,Basic,College,Disabled,F,29894,Rural,Married,72,9,69,4,3,Personal Auto,Personal L3,Offer3,Agent,17,Four-Door Car,Large,45.625,5.266343615
No,Extended,Bachelor,Employed,F,96413,Suburban,Married,99,3,78,0,1,Personal Auto,Personal L2,Offer3,Web,560,Four-Door Car,Small,28.75,3.307189152
No,Basic,College,Employed,F,69050,Suburban,Married,67,17,38,0,3,Personal Auto,Personal L2,Offer3,Web,335,Four-Door Car,Large,42.5,4.330127026
No,Basic,Bachelor,Employed,M,88545,Suburban,Married,68,25,33,0,1,Personal Auto,Personal L3,Offer3,Call Center,374,Four-Door Car,Large,17.5,4.330127026
No,Basic,High School or Below,Employed,M,64396,Urban,Married,103,2,46,0,2,Special Auto,Special L1,Offer4,Agent,355,SUV,Medsize,84.0625,4.990224826
No,Extended,Doctor,Employed,M,59047,Suburban,Divorced,76,2,73,3,2,Personal Auto,Personal L3,Offer1,Web,365,Four-Door Car,Medsize,79.0625,10.89276566
No,Basic,High School or Below,Employed,M,61894,Urban,Married,67,22,38,0,4,Personal Auto,Personal L3,Offer3,Branch,267,Four-Door Car,Small,41.25,3.307189152
No,Basic,College,Employed,F,78561,Suburban,Married,74,7,50,0,1,Personal Auto,Personal L1,Offer1,Branch,355,Two-Door Car,Medsize,20,0.000245798
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,72,2,12,0,9,Corporate Auto,Corporate L1,Offer3,Call Center,346,Four-Door Car,Medsize,35.41666667,5.120085728
Yes,Basic,Bachelor,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Personal Auto,Personal L2,Offer2,Agent,660,SUV,Medsize,20,0.000204124
No,Basic,College,Employed,F,34911,Rural,Divorced,105,6,31,1,1,Personal Auto,Personal L3,Offer4,Agent,127,SUV,Large,30,0.000270031
No,Basic,High School or Below,Employed,M,36733,Urban,Married,71,21,28,0,2,Personal Auto,Personal L2,Offer2,Agent,327,Four-Door Car,Medsize,77.5,10.60660172
No,Basic,College,Medical Leave,F,12780,Rural,Married,111,17,53,2,6,Personal Auto,Personal L1,Offer2,Call Center,225,Sports Car,Medsize,68.02083333,4.601054765
No,Basic,College,Unemployed,M,0,Suburban,Single,61,6,30,0,1,Personal Auto,Personal L3,Offer2,Agent,293,Four-Door Car,Medsize,10,0.000237171
No,Extended,College,Employed,M,43499,Suburban,Married,80,8,44,0,1,Personal Auto,Personal L2,Offer4,Call Center,529,Four-Door Car,Medsize,20,0.000273861
No,Basic,College,Employed,F,99961,Suburban,Married,66,6,54,2,1,Personal Auto,Personal L1,Offer3,Agent,317,Four-Door Car,Medsize,10,0.000292261
No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,90,3,74,0,4,Personal Auto,Personal L3,Offer1,Branch,548,Four-Door Car,Medsize,52.5,4.330127027
No,Basic,College,Unemployed,F,0,Suburban,Married,64,2,52,0,1,Corporate Auto,Corporate L3,Offer3,Agent,381,Four-Door Car,Medsize,10,0.000295804
No,Basic,High School or Below,Employed,M,74215,Suburban,Married,64,27,41,0,1,Personal Auto,Personal L3,Offer4,Branch,345,Two-Door Car,Small,10,0.000281366
No,Basic,Bachelor,Employed,M,76792,Suburban,Married,62,12,27,0,1,Personal Auto,Personal L2,Offer3,Agent,298,Four-Door Car,Medsize,10,0.000302765
No,Basic,High School or Below,Employed,M,75741,Rural,Married,109,31,59,0,7,Corporate Auto,Corporate L3,Offer3,Agent,217,SUV,Small,70,0.000256986
No,Basic,Bachelor,Employed,F,35143,Urban,Married,65,31,37,0,9,Corporate Auto,Corporate L3,Offer1,Agent,171,Four-Door Car,Medsize,41.25,3.30718915
Yes,Basic,High School or Below,Employed,M,99845,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L2,Offer2,Branch,528,SUV,Medsize,69.58333333,2.319901835
No,Extended,High School or Below,Unemployed,F,0,Suburban,Married,88,2,43,0,3,Personal Auto,Personal L3,Offer2,Agent,539,Four-Door Car,Medsize,50,0.000281366
Yes,Basic,High School or Below,Employed,M,44788,Suburban,Married,61,6,48,0,2,Personal Auto,Personal L1,Offer2,Agent,386,Four-Door Car,Small,60,0.000281366
No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,63,33,34,0,1,Special Auto,Special L3,Offer4,Call Center,328,Four-Door Car,Large,10,0.000266927
No,Basic,College,Employed,F,75272,Rural,Married,103,22,10,0,1,Personal Auto,Personal L2,Offer4,Call Center,72,SUV,Medsize,30,0.000262202
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,92,9,24,0,3,Personal Auto,Personal L3,Offer1,Call Center,662,Four-Door Car,Medsize,53.33333333,6.561673233
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,244,10,99,0,1,Personal Auto,Personal L3,Offer1,Branch,1757,Luxury Car,Small,70.625,2.997394715
No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,64,5,18,1,6,Corporate Auto,Corporate L2,Offer1,Call Center,307,Four-Door Car,Medsize,35.41666667,5.120085726
No,Basic,College,Employed,M,42968,Suburban,Married,69,15,85,0,1,Personal Auto,Personal L1,Offer3,Agent,331,Four-Door Car,Medsize,18.75,3.30718915
No,Extended,College,Employed,M,32627,Suburban,Married,76,11,60,0,7,Personal Auto,Personal L2,Offer1,Agent,380,Two-Door Car,Small,50,0.000266927
No,Extended,Doctor,Unemployed,M,0,Suburban,Married,122,9,48,0,2,Special Auto,Special L2,Offer1,Agent,586,Sports Car,Medsize,85.41666667,5.120085727
Yes,Basic,Bachelor,Employed,M,25632,Suburban,Married,63,27,52,0,7,Corporate Auto,Corporate L3,Offer2,Call Center,351,Two-Door Car,Medsize,40,0.000237171
No,Extended,High School or Below,Employed,F,92147,Urban,Married,77,25,27,2,1,Personal Auto,Personal L2,Offer1,Agent,278,Four-Door Car,Medsize,20,0.000262202
No,Basic,College,Employed,F,61883,Rural,Divorced,62,11,62,0,1,Personal Auto,Personal L1,Offer4,Web,18,Four-Door Car,Medsize,10,0.000285044
No,Basic,Bachelor,Employed,F,71560,Urban,Married,69,14,46,0,5,Personal Auto,Personal L1,Offer2,Web,179,Two-Door Car,Medsize,50,0.000270031
No,Extended,College,Employed,M,58194,Suburban,Married,84,26,23,0,2,Personal Auto,Personal L3,Offer2,Web,451,Four-Door Car,Small,81.66666667,6.346477594
Yes,Basic,College,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Personal L3,Offer2,Agent,231,Two-Door Car,Medsize,61.875,7.473912968
No,Extended,Bachelor,Employed,F,94508,Suburban,Married,88,27,54,0,3,Personal Auto,Personal L3,Offer4,Agent,491,Four-Door Car,Medsize,60,0.000230489
